70,0,0.0,0,90
70,0.149,0.0,-0.013,90
70,0.148,0.0,0.025,90
70,0.139,0.0,0.056,90
70,0.132,0.0,0.071,90
70,0.095,0.0,0.116,90
70,0.094,0.0,0.117,90
70,0.046,0.0,0.143,90
70,0.009,0.0,0.15,90
70,-0.025,0.0,0.148,90
70,-0.025,0.0,0.148,90
70,-0.079,0.0,0.127,90
70,-0.1,0.0,0.112,90
70,-0.114,0.0,0.097,90
70,-0.13,0.0,0.075,90
70,-0.142,0.0,0.049,90
70,-0.15,0.0,0.0,90
70,-0.15,0.0,-0.002,90
70,-0.145,0.0,-0.04,90
70,-0.126,0.0,-0.081,90
70,-0.115,0.0,-0.097,90
70,-0.084,0.0,-0.124,90
70,-0.078,0.0,-0.128,90
70,-0.036,0.0,-0.146,90
70,0.009,0.0,-0.15,90
70,0.021,0.0,-0.149,90
70,0.04,0.0,-0.145,90
70,0.085,0.0,-0.124,90
70,0.115,0.0,-0.096,90
70,0.131,0.0,-0.073,90
70,0.138,0.0,-0.06,90
70,0.143,0.0,-0.045,90
70,0.298,0.0,0.036,90
70,0.296,0.0,0.047,90
70,0.297,0.0,0.043,90
70,0.284,0.0,0.098,90
70,0.256,0.0,0.156,90
70,0.229,0.0,0.194,90
70,0.234,0.0,0.187,90
70,0.157,0.0,0.255,90
70,0.155,0.0,0.257,90
70,0.104,0.0,0.281,90
70,0.052,0.0,0.295,90
70,0.067,0.0,0.292,90
70,0.0,0.0,0.3,90
70,-0.052,0.0,0.295,90
70,-0.09,0.0,0.286,90
70,-0.145,0.0,0.262,90
70,-0.13,0.0,0.271,90
70,-0.172,0.0,0.246,90
70,-0.186,0.0,0.236,90
70,-0.236,0.0,0.185,90
70,-0.262,0.0,0.146,90
70,-0.283,0.0,0.1,90
70,-0.283,0.0,0.099,90
70,-0.296,0.0,0.046,90
70,-0.3,0.0,-0.005,90
70,-0.299,0.0,-0.026,90
70,-0.284,0.0,-0.098,90
70,-0.273,0.0,-0.124,90
70,-0.276,0.0,-0.118,90
70,-0.251,0.0,-0.164,90
70,-0.193,0.0,-0.229,90
70,-0.169,0.0,-0.248,90
70,-0.152,0.0,-0.259,90
70,-0.129,0.0,-0.271,90
70,-0.097,0.0,-0.284,90
70,-0.064,0.0,-0.293,90
