70,0.0,0.0,0.0,80
70,0.162,0.0,0.014,80
70,0.157,0.0,0.045,80
70,0.157,0.0,0.044,80
70,0.144,0.0,0.075,80
70,0.122,0.0,0.108,80
70,0.119,0.0,0.111,80
70,0.107,0.0,0.123,80
70,0.091,0.0,0.135,80
70,0.062,0.0,0.151,80
70,0.034,0.0,0.159,80
70,0.007,0.0,0.163,80
70,-0.026,0.0,0.161,80
70,-0.065,0.0,0.15,80
70,-0.074,0.0,0.145,80
70,-0.102,0.0,0.127,80
70,-0.124,0.0,0.105,80
70,-0.134,0.0,0.092,80
70,-0.15,0.0,0.064,80
70,-0.154,0.0,0.053,80
70,-0.16,0.0,0.031,80
70,-0.162,0.0,-0.018,80
70,-0.16,0.0,-0.034,80
70,-0.155,0.0,-0.05,80
70,-0.139,0.0,-0.086,80
70,-0.139,0.0,-0.085,80
70,-0.115,0.0,-0.115,80
70,-0.086,0.0,-0.138,80
70,-0.072,0.0,-0.146,80
70,-0.044,0.0,-0.157,80
70,-0.044,0.0,-0.157,80
70,0.012,0.0,-0.163,80
70,0.037,0.0,-0.159,80
70,0.061,0.0,-0.151,80
70,0.083,0.0,-0.14,80
70,0.089,0.0,-0.136,80
70,0.108,0.0,-0.122,80
70,0.141,0.0,-0.081,80
70,0.148,0.0,-0.068,80
70,0.159,0.0,-0.038,80
70,0.157,0.0,-0.043,80
70,0.326,0.0,-0.03,80
70,0.326,0.0,0.019,80
70,0.317,0.0,0.081,80
70,0.3,0.0,0.129,80
70,0.299,0.0,0.133,80
70,0.259,0.0,0.199,80
70,0.261,0.0,0.197,80
70,0.26,0.0,0.198,80
70,0.218,0.0,0.243,80
70,0.172,0.0,0.278,80
70,0.169,0.0,0.28,80
70,0.091,0.0,0.314,80
70,0.106,0.0,0.309,80
70,0.02,0.0,0.326,80
70,0.054,0.0,0.323,80
70,-0.006,0.0,0.327,80
70,-0.09,0.0,0.314,80
70,-0.064,0.0,0.321,80
70,-0.126,0.0,0.302,80
70,-0.146,0.0,0.292,80
70,-0.21,0.0,0.251,80
70,-0.184,0.0,0.27,80
70,-0.26,0.0,0.198,80
70,-0.261,0.0,0.196,80
70,-0.296,0.0,0.138,80
70,-0.307,0.0,0.113,80
70,-0.319,0.0,0.072,80
